sku_id	product_id	shop_id	pay_count	pay_amount	sales_ratio	stock_count	stock_days	data_dt	time_type	dt
sku_10908	prod_1090	shop_003	262	76370.38	0.3675	888	3.4	2025-01-11	week	2025-01-11
sku_11331	prod_1133	shop_003	444	218598.96	0.79	138	0.3	2025-01-11	week	2025-01-11
sku_10747	prod_1074	shop_003	347	254888.85	0.0687	587	1.7	2025-01-11	week	2025-01-11
sku_10150	prod_1015	shop_001	409	74732.48	0.3745	704	1.7	2025-01-11	week	2025-01-11
sku_11372	prod_1137	shop_002	108	63069.84	0.4237	945	8.7	2025-01-11	week	2025-01-11
sku_11857	prod_1185	shop_001	358	349923.52	0.3125	776	2.2	2025-01-11	week	2025-01-11
sku_10244	prod_1024	shop_001	474	368549.22	0.1615	345	0.7	2025-01-11	week	2025-01-11
sku_10476	prod_1047	shop_001	464	28461.76	0.2702	101	0.2	2025-01-11	week	2025-01-11
sku_10997	prod_1099	shop_003	139	66068.09	0.064	849	6.1	2025-01-11	week	2025-01-11
sku_10481	prod_1048	shop_002	216	147331.44	0.7048	909	4.2	2025-01-11	week	2025-01-11
sku_10030	prod_1003	shop_002	470	248728.7	0.6295	56	0.1	2025-01-11	week	2025-01-11
sku_11871	prod_1187	shop_002	79	14423.82	0.189	926	11.6	2025-01-11	week	2025-01-11
sku_11222	prod_1122	shop_002	402	310022.4	0.3567	69	0.2	2025-01-11	week	2025-01-11
sku_10598	prod_1059	shop_003	278	139683.88	0.1223	771	2.8	2025-01-11	week	2025-01-11
sku_11540	prod_1154	shop_001	90	31639.5	0.244	425	4.7	2025-01-11	week	2025-01-11
sku_11287	prod_1128	shop_002	354	146492.28	0.6291	455	1.3	2025-01-11	week	2025-01-11
sku_11313	prod_1131	shop_002	18	12379.32	0.6768	256	13.5	2025-01-11	week	2025-01-11
sku_11829	prod_1182	shop_002	88	27713.84	0.398	711	8.0	2025-01-11	week	2025-01-11
sku_10038	prod_1003	shop_003	109	39142.99	0.4167	94	0.9	2025-01-11	week	2025-01-11
sku_11400	prod_1140	shop_003	146	64936.42	0.4963	541	3.7	2025-01-11	week	2025-01-11
sku_10025	prod_1002	shop_002	205	146613.95	0.1415	849	4.1	2025-01-11	week	2025-01-11
sku_11810	prod_1181	shop_002	99	33391.71	0.7744	579	5.8	2025-01-11	week	2025-01-11
sku_11156	prod_1115	shop_003	14	5073.74	0.7076	814	54.3	2025-01-11	week	2025-01-11
sku_10633	prod_1063	shop_003	152	11282.96	0.2414	810	5.3	2025-01-11	week	2025-01-11
sku_11441	prod_1144	shop_003	454	402797.88	0.5025	920	2.0	2025-01-11	month	2025-01-11
sku_10901	prod_1090	shop_001	27	7274.61	0.5639	493	17.6	2025-01-11	month	2025-01-11
sku_10380	prod_1038	shop_001	279	199479.42	0.267	314	1.1	2025-01-11	month	2025-01-11
sku_10032	prod_1003	shop_001	407	137712.52	0.6648	148	0.4	2025-01-11	month	2025-01-11
sku_11355	prod_1135	shop_002	139	77603.7	0.1483	686	4.9	2025-01-11	month	2025-01-11
sku_10252	prod_1025	shop_002	460	99166.8	0.1472	229	0.5	2025-01-11	month	2025-01-11
sku_11873	prod_1187	shop_001	481	406589.3	0.2709	202	0.4	2025-01-11	month	2025-01-11
sku_10245	prod_1024	shop_002	378	252451.08	0.7453	829	2.2	2025-01-11	month	2025-01-11
sku_11612	prod_1161	shop_002	363	81983.55	0.4005	794	2.2	2025-01-11	month	2025-01-11
sku_10531	prod_1053	shop_002	393	62824.98	0.2724	946	2.4	2025-01-11	month	2025-01-11
sku_11318	prod_1131	shop_003	250	41550.0	0.09	53	0.2	2025-01-11	month	2025-01-11
sku_11310	prod_1131	shop_002	490	221014.5	0.5604	391	0.8	2025-01-11	month	2025-01-11
sku_10114	prod_1011	shop_003	436	264582.24	0.5491	738	1.7	2025-01-11	month	2025-01-11
sku_11005	prod_1100	shop_002	213	130690.41	0.105	442	2.1	2025-01-11	month	2025-01-11
sku_11258	prod_1125	shop_003	97	34958.8	0.0516	943	9.6	2025-01-11	month	2025-01-11
sku_11709	prod_1170	shop_002	317	228119.54	0.0909	857	2.7	2025-01-11	month	2025-01-11
sku_10591	prod_1059	shop_002	427	48050.31	0.5827	873	2.0	2025-01-11	month	2025-01-11
sku_11550	prod_1155	shop_002	288	275209.92	0.4355	808	2.8	2025-01-11	month	2025-01-11
sku_10310	prod_1031	shop_003	458	164055.6	0.7356	260	0.6	2025-01-11	month	2025-01-11
sku_10717	prod_1071	shop_003	373	282711.62	0.2587	537	1.4	2025-01-11	month	2025-01-11
sku_11919	prod_1191	shop_002	194	150163.76	0.3763	524	2.7	2025-01-11	month	2025-01-11
sku_11613	prod_1161	shop_001	104	66133.6	0.0961	744	7.1	2025-01-11	month	2025-01-11
sku_11473	prod_1147	shop_002	24	21675.6	0.7193	791	31.6	2025-01-11	month	2025-01-11
sku_10791	prod_1079	shop_003	74	47090.64	0.4277	611	8.1	2025-01-11	month	2025-01-11
sku_11818	prod_1181	shop_002	67	24231.22	0.076	509	7.5	2025-01-11	month	2025-01-11
sku_10399	prod_1039	shop_002	20	6509.2	0.3238	314	15.0	2025-01-11	month	2025-01-11
sku_10661	prod_1066	shop_001	388	65378.0	0.4104	693	1.8	2025-01-11	month	2025-01-11
sku_11731	prod_1173	shop_002	88	24817.76	0.3496	719	8.1	2025-01-11	month	2025-01-11
sku_10128	prod_1012	shop_001	391	81046.48	0.3024	344	0.9	2025-01-11	month	2025-01-11
sku_10390	prod_1039	shop_002	431	256251.05	0.6268	398	0.9	2025-01-11	month	2025-01-11
sku_11778	prod_1177	shop_003	53	15459.04	0.3577	880	16.3	2025-01-11	month	2025-01-11
sku_11375	prod_1137	shop_003	247	14790.36	0.6254	262	1.1	2025-01-11	month	2025-01-11
sku_10613	prod_1061	shop_001	60	59493.6	0.2359	725	11.9	2025-01-11	month	2025-01-11
sku_10853	prod_1085	shop_002	150	49117.5	0.7345	402	2.7	2025-01-11	month	2025-01-11
sku_10233	prod_1023	shop_001	198	48321.9	0.2881	477	2.4	2025-01-11	month	2025-01-11
sku_10702	prod_1070	shop_001	203	90531.91	0.2781	370	1.8	2025-01-11	month	2025-01-11
sku_11239	prod_1123	shop_002	387	207164.97	0.7447	764	2.0	2025-01-11	month	2025-01-11
sku_11485	prod_1148	shop_002	262	108889.82	0.1071	899	3.4	2025-01-11	month	2025-01-11
sku_11163	prod_1116	shop_002	114	46421.94	0.2937	590	5.1	2025-01-11	month	2025-01-11
sku_11616	prod_1161	shop_003	394	242105.12	0.2693	392	1.0	2025-01-11	month	2025-01-11
sku_10941	prod_1094	shop_001	38	16159.5	0.5425	394	10.1	2025-01-11	month	2025-01-11
sku_10962	prod_1096	shop_002	229	48106.03	0.1706	875	3.8	2025-01-11	month	2025-01-11
sku_11015	prod_1101	shop_002	99	26443.89	0.293	574	5.7	2025-01-11	month	2025-01-11
sku_11924	prod_1192	shop_003	184	112056.0	0.5698	60	0.3	2025-01-11	month	2025-01-11
sku_10971	prod_1097	shop_002	447	342250.02	0.3667	315	0.7	2025-01-11	month	2025-01-11
sku_11964	prod_1196	shop_001	399	370371.75	0.7032	393	1.0	2025-01-11	month	2025-01-11
sku_11140	prod_1114	shop_003	298	211338.62	0.4075	873	2.9	2025-01-11	month	2025-01-11
sku_11403	prod_1140	shop_003	151	17404.26	0.1844	590	3.9	2025-01-11	month	2025-01-11
sku_10706	prod_1070	shop_003	447	380294.19	0.48	409	0.9	2025-01-11	month	2025-01-11
sku_11973	prod_1197	shop_001	312	92841.84	0.6364	978	3.1	2025-01-11	month	2025-01-11
sku_10654	prod_1065	shop_002	265	28572.3	0.7887	75	0.3	2025-01-11	7days	2025-01-11
sku_11991	prod_1199	shop_001	176	132026.4	0.3948	257	1.5	2025-01-11	7days	2025-01-11
sku_11713	prod_1171	shop_001	315	299347.65	0.5826	821	2.6	2025-01-11	7days	2025-01-11
sku_11357	prod_1135	shop_001	297	75735.0	0.0805	327	1.1	2025-01-11	7days	2025-01-11
sku_10337	prod_1033	shop_002	99	20140.56	0.4386	558	5.6	2025-01-11	7days	2025-01-11
sku_10505	prod_1050	shop_002	465	145252.05	0.6551	170	0.4	2025-01-11	7days	2025-01-11
sku_11103	prod_1110	shop_001	302	45580.86	0.5862	226	0.7	2025-01-11	7days	2025-01-11
sku_10092	prod_1009	shop_003	392	148262.24	0.5091	166	0.4	2025-01-11	7days	2025-01-11
sku_11242	prod_1124	shop_002	90	43173.0	0.566	268	2.9	2025-01-11	7days	2025-01-11
sku_11870	prod_1187	shop_002	167	46115.38	0.4795	681	4.1	2025-01-11	7days	2025-01-11
sku_11007	prod_1100	shop_001	475	461182.25	0.4605	659	1.4	2025-01-11	7days	2025-01-11
sku_11506	prod_1150	shop_002	267	17872.98	0.6555	674	2.5	2025-01-11	7days	2025-01-11
sku_11779	prod_1177	shop_003	242	204371.42	0.6849	120	0.5	2025-01-11	7days	2025-01-11
sku_10134	prod_1013	shop_003	89	81217.84	0.4395	907	10.1	2025-01-11	7days	2025-01-11
sku_11910	prod_1191	shop_002	306	102941.46	0.2997	819	2.7	2025-01-11	7days	2025-01-11
sku_11443	prod_1144	shop_002	80	10060.0	0.2766	761	9.4	2025-01-11	7days	2025-01-11
sku_10467	prod_1046	shop_003	419	337889.98	0.3427	165	0.4	2025-01-11	7days	2025-01-11
sku_11420	prod_1142	shop_002	435	380285.7	0.1695	828	1.9	2025-01-11	7days	2025-01-11
sku_10875	prod_1087	shop_002	60	8781.0	0.2476	161	2.6	2025-01-11	7days	2025-01-11
sku_11579	prod_1157	shop_002	84	15952.44	0.6	641	7.5	2025-01-11	7days	2025-01-11
sku_10014	prod_1001	shop_001	352	99179.52	0.0894	607	1.7	2025-01-11	7days	2025-01-11
sku_10637	prod_1063	shop_002	181	112187.42	0.4902	135	0.7	2025-01-11	7days	2025-01-11
sku_10141	prod_1014	shop_002	86	21854.32	0.6927	459	5.3	2025-01-11	7days	2025-01-11
sku_10299	prod_1029	shop_001	52	26424.32	0.2692	300	5.7	2025-01-11	7days	2025-01-11
sku_11386	prod_1138	shop_001	132	69812.16	0.3888	845	6.4	2025-01-11	7days	2025-01-11
sku_11327	prod_1132	shop_003	237	215750.58	0.1687	463	1.9	2025-01-11	7days	2025-01-11
sku_11383	prod_1138	shop_001	263	39047.61	0.4862	962	3.6	2025-01-11	7days	2025-01-11
sku_10110	prod_1011	shop_002	377	212322.63	0.5167	456	1.2	2025-01-11	7days	2025-01-11
sku_11605	prod_1160	shop_003	490	37847.6	0.4155	906	1.8	2025-01-11	7days	2025-01-11
sku_11124	prod_1112	shop_003	434	334522.86	0.1388	444	1.0	2025-01-11	7days	2025-01-11
sku_10016	prod_1001	shop_001	201	117185.01	0.112	315	1.6	2025-01-11	7days	2025-01-11
sku_11549	prod_1154	shop_001	204	130619.16	0.3281	915	4.5	2025-01-11	7days	2025-01-11
sku_10466	prod_1046	shop_001	412	115549.52	0.0691	84	0.2	2025-01-11	7days	2025-01-11
sku_10777	prod_1077	shop_002	151	119206.95	0.2265	771	5.1	2025-01-11	7days	2025-01-11
sku_10252	prod_1025	shop_003	181	160472.79	0.4013	500	2.7	2025-01-11	7days	2025-01-11
sku_10608	prod_1060	shop_003	459	247075.11	0.4693	658	1.4	2025-01-11	7days	2025-01-11
sku_11147	prod_1114	shop_001	407	92352.37	0.1237	227	0.6	2025-01-11	7days	2025-01-11
sku_11455	prod_1145	shop_001	80	8695.2	0.5004	75	0.9	2025-01-11	7days	2025-01-11
sku_11493	prod_1149	shop_002	185	106434.2	0.3492	240	1.3	2025-01-11	7days	2025-01-11
sku_11192	prod_1119	shop_003	221	151009.3	0.3604	739	3.3	2025-01-11	7days	2025-01-11
sku_10864	prod_1086	shop_002	68	35993.76	0.3074	191	2.8	2025-01-11	7days	2025-01-11
sku_11451	prod_1145	shop_002	489	179467.89	0.0712	174	0.4	2025-01-11	7days	2025-01-11
sku_10352	prod_1035	shop_001	498	446671.14	0.4668	284	0.6	2025-01-11	7days	2025-01-11
sku_11839	prod_1183	shop_003	491	172714.16	0.5415	989	2.0	2025-01-11	7days	2025-01-11
sku_10764	prod_1076	shop_002	235	58597.25	0.0726	327	1.4	2025-01-11	7days	2025-01-11
sku_10154	prod_1015	shop_003	130	104980.2	0.3839	695	5.3	2025-01-11	7days	2025-01-11
sku_11984	prod_1198	shop_002	353	93209.65	0.2894	74	0.2	2025-01-11	7days	2025-01-11
sku_11299	prod_1129	shop_001	146	117090.54	0.7478	93	0.6	2025-01-11	7days	2025-01-11
sku_11854	prod_1185	shop_001	137	32014.16	0.1216	924	6.7	2025-01-11	7days	2025-01-11
sku_10098	prod_1009	shop_003	257	85521.89	0.3421	714	2.8	2025-01-11	7days	2025-01-11
sku_10581	prod_1058	shop_003	468	13843.44	0.2969	284	0.6	2025-01-11	30days	2025-01-11
sku_11904	prod_1190	shop_003	143	63524.89	0.61	810	5.6	2025-01-11	30days	2025-01-11
sku_10369	prod_1036	shop_001	311	209875.24	0.261	180	0.6	2025-01-11	30days	2025-01-11
sku_10283	prod_1028	shop_002	88	6227.76	0.6761	392	4.4	2025-01-11	30days	2025-01-11
sku_11929	prod_1192	shop_001	442	178435.4	0.1774	453	1.0	2025-01-11	30days	2025-01-11
sku_11008	prod_1100	shop_002	307	105018.56	0.2449	50	0.2	2025-01-11	30days	2025-01-11
sku_11438	prod_1143	shop_002	422	223183.14	0.2208	657	1.6	2025-01-11	30days	2025-01-11
sku_11184	prod_1118	shop_003	363	103262.61	0.1735	584	1.6	2025-01-11	30days	2025-01-11
sku_10198	prod_1019	shop_001	425	193132.75	0.3503	161	0.4	2025-01-11	30days	2025-01-11
sku_11657	prod_1165	shop_002	77	58011.03	0.3963	631	8.1	2025-01-11	30days	2025-01-11
sku_10635	prod_1063	shop_002	202	68542.64	0.1116	714	3.5	2025-01-11	30days	2025-01-11
sku_10492	prod_1049	shop_003	418	75670.54	0.3187	194	0.5	2025-01-11	30days	2025-01-11
sku_10964	prod_1096	shop_003	474	64663.08	0.5276	311	0.7	2025-01-11	30days	2025-01-11
sku_11365	prod_1136	shop_003	191	64277.23	0.7543	576	3.0	2025-01-11	30days	2025-01-11
sku_11238	prod_1123	shop_001	421	145451.29	0.3104	183	0.4	2025-01-11	30days	2025-01-11
sku_10852	prod_1085	shop_003	405	66306.6	0.7221	703	1.7	2025-01-11	30days	2025-01-11
sku_11972	prod_1197	shop_002	390	36484.5	0.1631	786	2.0	2025-01-11	30days	2025-01-11
sku_11907	prod_1190	shop_002	226	205205.74	0.3287	342	1.5	2025-01-11	30days	2025-01-11
sku_10546	prod_1054	shop_001	98	78913.52	0.093	649	6.6	2025-01-11	30days	2025-01-11
sku_11010	prod_1101	shop_001	296	87787.68	0.5209	850	2.9	2025-01-11	30days	2025-01-11
sku_10331	prod_1033	shop_001	281	193299.9	0.1799	386	1.4	2025-01-11	30days	2025-01-11
sku_10737	prod_1073	shop_002	457	371084.0	0.4588	138	0.3	2025-01-11	30days	2025-01-11
sku_10515	prod_1051	shop_003	107	89156.68	0.3719	857	7.9	2025-01-11	30days	2025-01-11
sku_10291	prod_1029	shop_002	382	218015.04	0.1536	168	0.4	2025-01-11	30days	2025-01-11
sku_10722	prod_1072	shop_003	64	7416.32	0.7595	909	14.0	2025-01-11	30days	2025-01-11
sku_11757	prod_1175	shop_001	199	17048.33	0.6191	113	0.6	2025-01-11	30days	2025-01-11
sku_10972	prod_1097	shop_002	114	93997.56	0.2666	61	0.5	2025-01-11	30days	2025-01-11
sku_11386	prod_1138	shop_002	367	13813.88	0.5715	713	1.9	2025-01-11	30days	2025-01-11
sku_10102	prod_1010	shop_003	174	65544.06	0.1658	587	3.4	2025-01-11	30days	2025-01-11
sku_10957	prod_1095	shop_001	247	240755.84	0.051	145	0.6	2025-01-11	30days	2025-01-11
sku_10056	prod_1005	shop_002	347	190978.39	0.2688	118	0.3	2025-01-11	30days	2025-01-11
sku_11866	prod_1186	shop_003	371	274254.33	0.7331	336	0.9	2025-01-11	30days	2025-01-11
sku_10339	prod_1033	shop_001	314	68583.88	0.3008	664	2.1	2025-01-11	30days	2025-01-11
sku_11051	prod_1105	shop_001	218	42525.26	0.5582	190	0.9	2025-01-11	30days	2025-01-11
sku_10446	prod_1044	shop_001	43	17251.17	0.7797	659	15.0	2025-01-11	30days	2025-01-11
sku_11196	prod_1119	shop_001	363	182178.81	0.0645	876	2.4	2025-01-11	30days	2025-01-11
sku_11773	prod_1177	shop_002	337	154099.99	0.5701	314	0.9	2025-01-11	30days	2025-01-11
sku_11854	prod_1185	shop_001	117	26598.78	0.2911	816	6.9	2025-01-11	30days	2025-01-11
sku_10530	prod_1053	shop_001	305	193732.95	0.1371	279	0.9	2025-01-11	30days	2025-01-11
sku_11246	prod_1124	shop_003	75	40268.25	0.5579	209	2.8	2025-01-11	30days	2025-01-11
sku_10596	prod_1059	shop_001	302	22212.1	0.3925	968	3.2	2025-01-11	30days	2025-01-11
sku_10304	prod_1030	shop_003	141	57960.87	0.6375	788	5.5	2025-01-11	30days	2025-01-11
sku_10280	prod_1028	shop_003	45	18954.9	0.2038	672	14.6	2025-01-11	30days	2025-01-11
sku_10106	prod_1010	shop_001	125	104007.5	0.3611	515	4.1	2025-01-11	30days	2025-01-11
sku_11701	prod_1170	shop_001	150	145956.0	0.7094	420	2.8	2025-01-11	30days	2025-01-11
sku_10229	prod_1022	shop_002	487	183491.86	0.4044	608	1.2	2025-01-11	30days	2025-01-11
sku_11969	prod_1196	shop_002	225	211857.75	0.3787	569	2.5	2025-01-11	30days	2025-01-11
sku_10160	prod_1016	shop_001	451	387151.93	0.1153	557	1.2	2025-01-11	30days	2025-01-11
sku_11926	prod_1192	shop_001	254	156199.84	0.2032	459	1.8	2025-01-11	30days	2025-01-11
sku_11877	prod_1187	shop_003	396	345545.64	0.1287	125	0.3	2025-01-11	30days	2025-01-11
sku_10873	prod_1087	shop_001	126	30959.46	0.4837	910	7.2	2025-01-12	day	2025-01-12
sku_10783	prod_1078	shop_003	411	408912.12	0.4879	869	2.1	2025-01-12	day	2025-01-12
sku_10141	prod_1014	shop_003	310	45563.8	0.6095	940	3.0	2025-01-12	day	2025-01-12
sku_10761	prod_1076	shop_001	403	26465.01	0.2694	622	1.5	2025-01-12	day	2025-01-12
sku_11623	prod_1162	shop_002	420	180537.0	0.4005	895	2.1	2025-01-12	day	2025-01-12
sku_11158	prod_1115	shop_002	295	160055.2	0.3027	516	1.7	2025-01-12	day	2025-01-12
sku_11607	prod_1160	shop_002	57	31206.93	0.3092	912	15.7	2025-01-12	day	2025-01-12
sku_11021	prod_1102	shop_003	430	199954.3	0.2054	740	1.7	2025-01-12	day	2025-01-12
sku_10222	prod_1022	shop_003	100	89425.0	0.0654	181	1.8	2025-01-12	day	2025-01-12
sku_11447	prod_1144	shop_003	46	16250.88	0.3956	839	17.9	2025-01-12	day	2025-01-12
sku_11569	prod_1156	shop_003	258	64200.72	0.2786	229	0.9	2025-01-12	day	2025-01-12
sku_11225	prod_1122	shop_003	136	41968.24	0.3253	70	0.5	2025-01-12	day	2025-01-12
sku_10987	prod_1098	shop_002	95	30946.25	0.5357	235	2.4	2025-01-12	day	2025-01-12
sku_11056	prod_1105	shop_002	455	104195.0	0.3717	361	0.8	2025-01-12	day	2025-01-12
sku_11536	prod_1153	shop_003	355	80311.65	0.6825	246	0.7	2025-01-12	day	2025-01-12
sku_10086	prod_1008	shop_002	280	148593.2	0.4619	703	2.5	2025-01-12	day	2025-01-12
sku_11091	prod_1109	shop_003	126	47037.06	0.3817	425	3.3	2025-01-12	day	2025-01-12
sku_11852	prod_1185	shop_002	17	15612.97	0.0622	535	29.7	2025-01-12	day	2025-01-12
sku_10098	prod_1009	shop_003	182	15619.24	0.0829	945	5.2	2025-01-12	day	2025-01-12
sku_11190	prod_1119	shop_001	208	195832.0	0.4364	327	1.6	2025-01-12	day	2025-01-12
sku_10765	prod_1076	shop_001	46	13905.8	0.4648	861	18.3	2025-01-12	day	2025-01-12
sku_11243	prod_1124	shop_003	348	150231.6	0.3271	765	2.2	2025-01-12	day	2025-01-12
sku_10530	prod_1053	shop_003	392	196384.16	0.1579	166	0.4	2025-01-12	day	2025-01-12
sku_11996	prod_1199	shop_002	79	36164.62	0.3563	874	10.9	2025-01-12	day	2025-01-12
sku_10422	prod_1042	shop_003	111	105366.75	0.3795	740	6.6	2025-01-12	day	2025-01-12
sku_10870	prod_1087	shop_002	229	27033.45	0.1892	489	2.1	2025-01-12	day	2025-01-12
sku_11505	prod_1150	shop_002	354	13444.92	0.6295	205	0.6	2025-01-12	day	2025-01-12
sku_10975	prod_1097	shop_002	95	55225.4	0.278	753	7.8	2025-01-12	day	2025-01-12
sku_10943	prod_1094	shop_002	497	228570.3	0.6991	566	1.1	2025-01-12	day	2025-01-12
sku_11298	prod_1129	shop_003	79	18938.67	0.5346	171	2.1	2025-01-12	day	2025-01-12
sku_11831	prod_1183	shop_003	328	50764.56	0.6252	891	2.7	2025-01-12	day	2025-01-12
sku_11360	prod_1136	shop_001	263	257319.2	0.7339	994	3.8	2025-01-12	day	2025-01-12
sku_10320	prod_1032	shop_002	261	25105.59	0.5801	363	1.4	2025-01-12	day	2025-01-12
sku_10777	prod_1077	shop_002	69	40715.52	0.1266	499	7.1	2025-01-12	day	2025-01-12
sku_10861	prod_1086	shop_002	92	56905.68	0.2798	902	9.7	2025-01-12	day	2025-01-12
sku_11727	prod_1172	shop_003	376	127964.08	0.4611	136	0.4	2025-01-12	day	2025-01-12
sku_10543	prod_1054	shop_001	370	329529.4	0.2469	530	1.4	2025-01-12	day	2025-01-12
sku_11252	prod_1125	shop_001	321	169706.28	0.3413	183	0.6	2025-01-12	day	2025-01-12
sku_11541	prod_1154	shop_001	96	91529.28	0.2754	106	1.1	2025-01-12	day	2025-01-12
sku_11391	prod_1139	shop_003	356	72716.56	0.1394	634	1.8	2025-01-12	day	2025-01-12
sku_10197	prod_1019	shop_001	317	275308.16	0.5897	257	0.8	2025-01-12	day	2025-01-12
sku_11903	prod_1190	shop_003	406	212715.58	0.3012	972	2.4	2025-01-12	day	2025-01-12
sku_11017	prod_1101	shop_003	231	120408.75	0.1268	218	0.9	2025-01-12	day	2025-01-12
sku_11474	prod_1147	shop_003	493	235496.24	0.6288	497	1.0	2025-01-12	day	2025-01-12
sku_11345	prod_1134	shop_003	285	202258.8	0.7201	348	1.2	2025-01-12	day	2025-01-12
sku_11880	prod_1188	shop_002	103	89735.66	0.7955	970	9.3	2025-01-12	day	2025-01-12
sku_10899	prod_1089	shop_003	474	167250.9	0.404	58	0.1	2025-01-12	day	2025-01-12
sku_11839	prod_1183	shop_003	324	317947.68	0.4845	455	1.4	2025-01-12	day	2025-01-12
sku_10287	prod_1028	shop_001	191	79543.86	0.6901	737	3.8	2025-01-12	day	2025-01-12
sku_11406	prod_1140	shop_001	121	111448.26	0.218	592	4.9	2025-01-12	day	2025-01-12
sku_10168	prod_1016	shop_002	284	7409.56	0.2038	461	1.6	2025-01-12	week	2025-01-12
sku_10052	prod_1005	shop_003	437	368268.64	0.2707	896	2.0	2025-01-12	week	2025-01-12
sku_11657	prod_1165	shop_003	252	232056.72	0.2078	228	0.9	2025-01-12	week	2025-01-12
sku_11224	prod_1122	shop_001	378	301885.92	0.2228	537	1.4	2025-01-12	week	2025-01-12
sku_11612	prod_1161	shop_001	423	108249.93	0.7034	289	0.7	2025-01-12	week	2025-01-12
sku_11256	prod_1125	shop_002	164	130576.8	0.2439	488	3.0	2025-01-12	week	2025-01-12
sku_11343	prod_1134	shop_002	403	334103.12	0.5558	559	1.4	2025-01-12	week	2025-01-12
sku_10307	prod_1030	shop_003	323	90013.64	0.7108	715	2.2	2025-01-12	week	2025-01-12
sku_11562	prod_1156	shop_002	489	140044.71	0.5177	361	0.7	2025-01-12	week	2025-01-12
sku_10717	prod_1071	shop_001	139	41227.4	0.3131	95	0.7	2025-01-12	week	2025-01-12
sku_11451	prod_1145	shop_003	257	9614.37	0.6284	926	3.6	2025-01-12	week	2025-01-12
sku_11327	prod_1132	shop_001	337	241227.97	0.3561	110	0.3	2025-01-12	week	2025-01-12
sku_11757	prod_1175	shop_002	156	69736.68	0.3823	877	5.6	2025-01-12	week	2025-01-12
sku_11773	prod_1177	shop_003	29	11609.86	0.2262	810	27.0	2025-01-12	week	2025-01-12
sku_10730	prod_1073	shop_001	417	193792.41	0.2283	422	1.0	2025-01-12	week	2025-01-12
sku_10463	prod_1046	shop_003	87	58082.94	0.5262	556	6.3	2025-01-12	week	2025-01-12
sku_10925	prod_1092	shop_001	198	72733.32	0.2029	454	2.3	2025-01-12	week	2025-01-12
sku_11414	prod_1141	shop_003	180	62542.8	0.2163	257	1.4	2025-01-12	week	2025-01-12
sku_10344	prod_1034	shop_001	155	21723.25	0.7675	153	1.0	2025-01-12	week	2025-01-12
sku_11355	prod_1135	shop_003	454	106099.8	0.6252	207	0.5	2025-01-12	week	2025-01-12
sku_10821	prod_1082	shop_002	18	2894.22	0.1195	601	31.6	2025-01-12	week	2025-01-12
sku_10883	prod_1088	shop_001	118	19912.5	0.2468	66	0.6	2025-01-12	week	2025-01-12
sku_10849	prod_1084	shop_002	257	88256.37	0.2696	818	3.2	2025-01-12	week	2025-01-12
sku_11964	prod_1196	shop_003	444	30636.0	0.408	508	1.1	2025-01-12	week	2025-01-12
sku_10412	prod_1041	shop_003	389	259544.69	0.3804	791	2.0	2025-01-12	week	2025-01-12
sku_11538	prod_1153	shop_002	346	94537.58	0.0616	587	1.7	2025-01-12	week	2025-01-12
sku_11203	prod_1120	shop_002	234	140666.76	0.3231	427	1.8	2025-01-12	week	2025-01-12
sku_10559	prod_1055	shop_001	70	60566.8	0.614	386	5.4	2025-01-12	week	2025-01-12
sku_10321	prod_1032	shop_002	185	37501.35	0.1228	483	2.6	2025-01-12	week	2025-01-12
sku_11026	prod_1102	shop_001	146	111117.68	0.5247	288	2.0	2025-01-12	week	2025-01-12
sku_10762	prod_1076	shop_002	33	29650.17	0.0791	781	23.0	2025-01-12	week	2025-01-12
sku_10269	prod_1026	shop_001	257	75976.91	0.5465	317	1.2	2025-01-12	week	2025-01-12
sku_11647	prod_1164	shop_001	425	351449.5	0.3866	251	0.6	2025-01-12	week	2025-01-12
sku_10437	prod_1043	shop_001	255	49684.2	0.7364	179	0.7	2025-01-12	week	2025-01-12
sku_11199	prod_1119	shop_002	454	277403.08	0.5178	613	1.3	2025-01-12	week	2025-01-12
sku_10636	prod_1063	shop_002	439	57350.96	0.227	872	2.0	2025-01-12	week	2025-01-12
sku_11195	prod_1119	shop_002	228	203236.92	0.7375	116	0.5	2025-01-12	week	2025-01-12
sku_10202	prod_1020	shop_002	246	186103.92	0.5732	535	2.2	2025-01-12	week	2025-01-12
sku_10950	prod_1095	shop_003	56	36986.32	0.4913	630	11.1	2025-01-12	week	2025-01-12
sku_10801	prod_1080	shop_002	66	16950.78	0.4868	953	14.2	2025-01-12	week	2025-01-12
sku_10861	prod_1086	shop_003	197	72285.21	0.4909	229	1.2	2025-01-12	week	2025-01-12
sku_10610	prod_1061	shop_001	137	65466.82	0.7113	539	3.9	2025-01-12	week	2025-01-12
sku_11225	prod_1122	shop_001	404	292867.68	0.2661	594	1.5	2025-01-12	week	2025-01-12
sku_11406	prod_1140	shop_002	105	63783.3	0.3937	843	8.0	2025-01-12	week	2025-01-12
sku_11191	prod_1119	shop_003	38	12846.66	0.1656	178	4.6	2025-01-12	week	2025-01-12
sku_11252	prod_1125	shop_002	274	11086.04	0.6691	499	1.8	2025-01-12	week	2025-01-12
sku_11064	prod_1106	shop_001	221	105465.62	0.1881	881	4.0	2025-01-12	week	2025-01-12
