product_id	shop_id	visitor_count	pay_buyer_count	pay_conversion_rate	data_dt	time_type	dt
prod_1457	shop_002	8317	1334	0.1604	2025-01-14	30days	2025-01-14
prod_1437	shop_002	2868	430	0.1499	2025-01-14	30days	2025-01-14
prod_1153	shop_001	5438	1039	0.1911	2025-01-14	30days	2025-01-14
prod_1044	shop_002	6514	1922	0.2951	2025-01-14	30days	2025-01-14
prod_1218	shop_003	7815	1529	0.1956	2025-01-14	30days	2025-01-14
prod_1315	shop_001	5969	252	0.0422	2025-01-14	30days	2025-01-14
prod_1192	shop_001	508	87	0.1713	2025-01-14	30days	2025-01-14
prod_1339	shop_003	4560	912	0.2	2025-01-14	30days	2025-01-14
prod_1371	shop_003	429	42	0.0979	2025-01-14	30days	2025-01-14
prod_1166	shop_003	4147	1049	0.253	2025-01-14	30days	2025-01-14
prod_1246	shop_001	2136	419	0.1962	2025-01-14	30days	2025-01-14
prod_1336	shop_001	7833	1805	0.2304	2025-01-14	30days	2025-01-14
prod_1454	shop_002	6560	1836	0.2799	2025-01-14	30days	2025-01-14
prod_1408	shop_002	5969	1498	0.251	2025-01-14	30days	2025-01-14
prod_1237	shop_001	3308	73	0.0221	2025-01-14	30days	2025-01-14
prod_1469	shop_003	8417	2040	0.2424	2025-01-14	30days	2025-01-14
prod_1162	shop_002	9941	918	0.0923	2025-01-14	30days	2025-01-14
prod_1482	shop_003	8824	1051	0.1191	2025-01-14	30days	2025-01-14
prod_1195	shop_003	249	20	0.0803	2025-01-14	30days	2025-01-14
prod_1174	shop_003	3831	16	0.0042	2025-01-14	30days	2025-01-14
prod_1308	shop_002	5648	265	0.0469	2025-01-14	30days	2025-01-14
prod_1178	shop_001	9591	1935	0.2018	2025-01-14	30days	2025-01-14
prod_1060	shop_002	3375	697	0.2065	2025-01-14	30days	2025-01-14
prod_1208	shop_002	9752	1032	0.1058	2025-01-14	30days	2025-01-14
prod_1390	shop_002	2929	521	0.1779	2025-01-14	30days	2025-01-14
prod_1349	shop_001	7944	1567	0.1973	2025-01-14	30days	2025-01-14
prod_1345	shop_002	4968	470	0.0946	2025-01-14	30days	2025-01-14
prod_1138	shop_003	7237	1544	0.2133	2025-01-14	30days	2025-01-14
prod_1488	shop_003	6505	1361	0.2092	2025-01-14	30days	2025-01-14
prod_1062	shop_003	1517	217	0.143	2025-01-14	30days	2025-01-14
prod_1374	shop_003	6217	970	0.156	2025-01-14	30days	2025-01-14
prod_1352	shop_002	3142	27	0.0086	2025-01-14	30days	2025-01-14
prod_1421	shop_001	6455	638	0.0988	2025-01-14	30days	2025-01-14
prod_1015	shop_001	3496	913	0.2612	2025-01-14	30days	2025-01-14
prod_1468	shop_001	3328	439	0.1319	2025-01-14	30days	2025-01-14
prod_1061	shop_002	4166	1175	0.282	2025-01-14	30days	2025-01-14
prod_1395	shop_001	6190	550	0.0889	2025-01-14	30days	2025-01-14
prod_1232	shop_002	7506	1009	0.1344	2025-01-14	30days	2025-01-14
prod_1258	shop_003	1009	42	0.0416	2025-01-14	30days	2025-01-14
prod_1342	shop_003	8644	654	0.0757	2025-01-14	30days	2025-01-14
prod_1156	shop_002	8254	1097	0.1329	2025-01-14	30days	2025-01-14
prod_1159	shop_002	4553	943	0.2071	2025-01-14	30days	2025-01-14
prod_1120	shop_001	2927	31	0.0106	2025-01-14	30days	2025-01-14
prod_1420	shop_003	6227	1349	0.2166	2025-01-14	30days	2025-01-14
prod_1160	shop_001	8186	1389	0.1697	2025-01-14	30days	2025-01-14
prod_1035	shop_001	3332	504	0.1513	2025-01-14	30days	2025-01-14
prod_1470	shop_001	7599	1862	0.245	2025-01-14	30days	2025-01-14
prod_1133	shop_001	4506	1177	0.2612	2025-01-14	30days	2025-01-14
prod_1206	shop_002	7429	1730	0.2329	2025-01-15	day	2025-01-15
prod_1395	shop_003	771	11	0.0143	2025-01-15	day	2025-01-15
prod_1102	shop_002	1576	391	0.2481	2025-01-15	day	2025-01-15
prod_1088	shop_003	3702	558	0.1507	2025-01-15	day	2025-01-15
prod_1232	shop_002	6883	968	0.1406	2025-01-15	day	2025-01-15
prod_1180	shop_003	6304	1567	0.2486	2025-01-15	day	2025-01-15
prod_1090	shop_003	8179	914	0.1117	2025-01-15	day	2025-01-15
prod_1237	shop_003	6315	858	0.1359	2025-01-15	day	2025-01-15
prod_1420	shop_001	5944	703	0.1183	2025-01-15	day	2025-01-15
prod_1370	shop_003	5484	494	0.0901	2025-01-15	day	2025-01-15
prod_1450	shop_002	1868	418	0.2238	2025-01-15	day	2025-01-15
prod_1171	shop_001	4441	1260	0.2837	2025-01-15	day	2025-01-15
prod_1012	shop_001	9750	2317	0.2376	2025-01-15	day	2025-01-15
prod_1109	shop_002	4830	598	0.1238	2025-01-15	day	2025-01-15
prod_1208	shop_002	1636	162	0.099	2025-01-15	day	2025-01-15
prod_1132	shop_003	824	66	0.0801	2025-01-15	day	2025-01-15
prod_1207	shop_001	8837	1195	0.1352	2025-01-15	day	2025-01-15
prod_1447	shop_002	9382	531	0.0566	2025-01-15	day	2025-01-15
prod_1006	shop_001	9457	138	0.0146	2025-01-15	day	2025-01-15
prod_1387	shop_002	9534	1922	0.2016	2025-01-15	day	2025-01-15
prod_1318	shop_002	2161	525	0.2429	2025-01-15	day	2025-01-15
prod_1224	shop_003	8577	1649	0.1923	2025-01-15	day	2025-01-15
prod_1404	shop_002	9741	2074	0.2129	2025-01-15	day	2025-01-15
prod_1475	shop_003	791	221	0.2794	2025-01-15	day	2025-01-15
prod_1169	shop_002	1846	411	0.2226	2025-01-15	day	2025-01-15
prod_1317	shop_001	2021	273	0.1351	2025-01-15	day	2025-01-15
prod_1076	shop_003	7221	552	0.0764	2025-01-15	day	2025-01-15
prod_1358	shop_003	2369	123	0.0519	2025-01-15	day	2025-01-15
prod_1340	shop_003	2005	126	0.0628	2025-01-15	day	2025-01-15
prod_1309	shop_003	7862	1244	0.1582	2025-01-15	day	2025-01-15
prod_1323	shop_003	4845	147	0.0303	2025-01-15	day	2025-01-15
prod_1064	shop_003	5036	970	0.1926	2025-01-15	day	2025-01-15
prod_1402	shop_001	5851	1028	0.1757	2025-01-15	day	2025-01-15
prod_1385	shop_003	1603	333	0.2077	2025-01-15	day	2025-01-15
prod_1339	shop_002	4137	634	0.1533	2025-01-15	day	2025-01-15
prod_1016	shop_002	3706	789	0.2129	2025-01-15	day	2025-01-15
prod_1417	shop_001	2644	457	0.1728	2025-01-15	day	2025-01-15
prod_1039	shop_003	5482	1268	0.2313	2025-01-15	day	2025-01-15
prod_1175	shop_003	5684	529	0.0931	2025-01-15	day	2025-01-15
prod_1415	shop_001	5088	1373	0.2699	2025-01-15	day	2025-01-15
prod_1442	shop_001	5991	1401	0.2339	2025-01-15	day	2025-01-15
prod_1350	shop_003	838	112	0.1337	2025-01-15	day	2025-01-15
prod_1062	shop_002	4079	830	0.2035	2025-01-15	day	2025-01-15
prod_1030	shop_003	3037	466	0.1534	2025-01-15	day	2025-01-15
prod_1214	shop_002	9245	979	0.1059	2025-01-15	day	2025-01-15
prod_1342	shop_001	7388	1228	0.1662	2025-01-15	day	2025-01-15
prod_1159	shop_001	9454	1143	0.1209	2025-01-15	day	2025-01-15
prod_1397	shop_002	6726	1255	0.1866	2025-01-15	day	2025-01-15
prod_1377	shop_001	6488	1147	0.1768	2025-01-15	day	2025-01-15
prod_1144	shop_003	3556	662	0.1862	2025-01-15	day	2025-01-15
prod_1451	shop_002	4027	188	0.0467	2025-01-15	week	2025-01-15
prod_1154	shop_001	1816	154	0.0848	2025-01-15	week	2025-01-15
prod_1012	shop_001	6257	1013	0.1619	2025-01-15	week	2025-01-15
prod_1052	shop_001	7758	37	0.0048	2025-01-15	week	2025-01-15
prod_1437	shop_003	7832	692	0.0884	2025-01-15	week	2025-01-15
prod_1068	shop_001	1268	297	0.2342	2025-01-15	week	2025-01-15
prod_1080	shop_003	3231	383	0.1185	2025-01-15	week	2025-01-15
prod_1113	shop_003	8163	1159	0.142	2025-01-15	week	2025-01-15
prod_1389	shop_003	557	138	0.2478	2025-01-15	week	2025-01-15
prod_1193	shop_001	7900	708	0.0896	2025-01-15	week	2025-01-15
prod_1185	shop_003	4608	1165	0.2528	2025-01-15	week	2025-01-15
prod_1311	shop_003	7760	1701	0.2192	2025-01-15	week	2025-01-15
prod_1350	shop_003	7500	1698	0.2264	2025-01-15	week	2025-01-15
prod_1227	shop_002	3454	809	0.2342	2025-01-15	week	2025-01-15
prod_1215	shop_002	3095	158	0.0511	2025-01-15	week	2025-01-15
prod_1352	shop_002	4969	1087	0.2188	2025-01-15	week	2025-01-15
prod_1085	shop_001	3559	124	0.0348	2025-01-15	week	2025-01-15
prod_1431	shop_002	7539	1350	0.1791	2025-01-15	week	2025-01-15
prod_1130	shop_002	8509	2548	0.2994	2025-01-15	week	2025-01-15
prod_1246	shop_003	7565	959	0.1268	2025-01-15	week	2025-01-15
prod_1367	shop_001	8949	393	0.0439	2025-01-15	week	2025-01-15
prod_1464	shop_001	5048	865	0.1714	2025-01-15	week	2025-01-15
prod_1486	shop_001	577	134	0.2322	2025-01-15	week	2025-01-15
prod_1465	shop_002	7561	1096	0.145	2025-01-15	week	2025-01-15
prod_1403	shop_003	7070	1472	0.2082	2025-01-15	week	2025-01-15
prod_1099	shop_003	5698	243	0.0426	2025-01-15	week	2025-01-15
prod_1443	shop_002	3512	304	0.0866	2025-01-15	week	2025-01-15
prod_1149	shop_001	461	94	0.2039	2025-01-15	week	2025-01-15
prod_1375	shop_001	5802	791	0.1363	2025-01-15	week	2025-01-15
prod_1109	shop_002	7192	1578	0.2194	2025-01-15	week	2025-01-15
prod_1316	shop_002	2365	28	0.0118	2025-01-15	week	2025-01-15
prod_1338	shop_001	5956	1585	0.2661	2025-01-15	week	2025-01-15
prod_1119	shop_003	1946	228	0.1172	2025-01-15	week	2025-01-15
prod_1387	shop_001	3492	332	0.0951	2025-01-15	week	2025-01-15
prod_1380	shop_003	7888	1266	0.1605	2025-01-15	week	2025-01-15
prod_1291	shop_002	8574	2029	0.2366	2025-01-15	week	2025-01-15
prod_1247	shop_002	5536	511	0.0923	2025-01-15	week	2025-01-15
prod_1095	shop_003	644	125	0.1941	2025-01-15	week	2025-01-15
prod_1346	shop_002	1022	133	0.1301	2025-01-15	week	2025-01-15
prod_1079	shop_003	4462	256	0.0574	2025-01-15	week	2025-01-15
prod_1132	shop_002	5015	934	0.1862	2025-01-15	week	2025-01-15
prod_1300	shop_003	6803	1083	0.1592	2025-01-15	week	2025-01-15
prod_1327	shop_001	3242	699	0.2156	2025-01-15	week	2025-01-15
prod_1355	shop_001	8179	632	0.0773	2025-01-15	week	2025-01-15
prod_1294	shop_003	6393	416	0.0651	2025-01-15	week	2025-01-15
prod_1356	shop_002	7775	1982	0.2549	2025-01-15	week	2025-01-15
prod_1287	shop_003	4814	818	0.1699	2025-01-15	week	2025-01-15
prod_1249	shop_003	9459	1737	0.1836	2025-01-15	week	2025-01-15
prod_1481	shop_001	5020	150	0.0299	2025-01-15	week	2025-01-15
prod_1411	shop_002	6696	1174	0.1753	2025-01-15	week	2025-01-15
prod_1192	shop_002	8831	2084	0.236	2025-01-15	month	2025-01-15
prod_1461	shop_002	5139	319	0.0621	2025-01-15	month	2025-01-15
prod_1403	shop_002	5738	1665	0.2902	2025-01-15	month	2025-01-15
prod_1071	shop_003	2363	74	0.0313	2025-01-15	month	2025-01-15
prod_1406	shop_003	9742	2465	0.253	2025-01-15	month	2025-01-15
prod_1400	shop_002	6521	1111	0.1704	2025-01-15	month	2025-01-15
prod_1026	shop_002	7559	1432	0.1894	2025-01-15	month	2025-01-15
prod_1217	shop_002	9543	2275	0.2384	2025-01-15	month	2025-01-15
prod_1110	shop_002	6003	702	0.1169	2025-01-15	month	2025-01-15
prod_1457	shop_001	5576	55	0.0099	2025-01-15	month	2025-01-15
prod_1100	shop_001	200	28	0.14	2025-01-15	month	2025-01-15
prod_1417	shop_001	9829	158	0.0161	2025-01-15	month	2025-01-15
prod_1164	shop_001	4433	1293	0.2917	2025-01-15	month	2025-01-15
prod_1477	shop_003	2330	149	0.0639	2025-01-15	month	2025-01-15
prod_1452	shop_001	7148	1064	0.1489	2025-01-15	month	2025-01-15
prod_1316	shop_001	2099	291	0.1386	2025-01-15	month	2025-01-15
prod_1085	shop_002	324	51	0.1574	2025-01-15	month	2025-01-15
prod_1261	shop_001	3668	1028	0.2803	2025-01-15	month	2025-01-15
prod_1384	shop_003	1653	359	0.2172	2025-01-15	month	2025-01-15
prod_1434	shop_003	4765	1340	0.2812	2025-01-15	month	2025-01-15
prod_1043	shop_001	5002	1328	0.2655	2025-01-15	month	2025-01-15
prod_1112	shop_003	5200	740	0.1423	2025-01-15	month	2025-01-15
prod_1204	shop_003	4829	680	0.1408	2025-01-15	month	2025-01-15
prod_1076	shop_001	6778	1690	0.2493	2025-01-15	month	2025-01-15
prod_1395	shop_001	7465	469	0.0628	2025-01-15	month	2025-01-15
prod_1376	shop_003	6564	1275	0.1942	2025-01-15	month	2025-01-15
prod_1020	shop_002	1869	188	0.1006	2025-01-15	month	2025-01-15
prod_1028	shop_001	5447	1251	0.2297	2025-01-15	month	2025-01-15
prod_1128	shop_003	3733	87	0.0233	2025-01-15	month	2025-01-15
prod_1394	shop_001	9713	1403	0.1444	2025-01-15	month	2025-01-15
prod_1332	shop_002	3547	71	0.02	2025-01-15	month	2025-01-15
prod_1077	shop_002	4101	302	0.0736	2025-01-15	month	2025-01-15
prod_1103	shop_002	6480	1567	0.2418	2025-01-15	month	2025-01-15
prod_1307	shop_003	9845	581	0.059	2025-01-15	month	2025-01-15
prod_1240	shop_002	4789	844	0.1762	2025-01-15	month	2025-01-15
prod_1073	shop_003	4813	1198	0.2489	2025-01-15	month	2025-01-15
prod_1341	shop_002	1521	232	0.1525	2025-01-15	month	2025-01-15
prod_1275	shop_002	8909	2566	0.288	2025-01-15	month	2025-01-15
prod_1465	shop_001	9933	1880	0.1893	2025-01-15	month	2025-01-15
prod_1365	shop_002	7242	357	0.0493	2025-01-15	month	2025-01-15
prod_1349	shop_001	3479	64	0.0184	2025-01-15	month	2025-01-15
prod_1014	shop_001	1271	86	0.0677	2025-01-15	month	2025-01-15
prod_1375	shop_003	3226	690	0.2139	2025-01-15	month	2025-01-15
prod_1117	shop_003	6662	450	0.0675	2025-01-15	month	2025-01-15
prod_1305	shop_002	6373	1900	0.2981	2025-01-15	month	2025-01-15
prod_1133	shop_002	852	190	0.223	2025-01-15	month	2025-01-15
prod_1083	shop_003	5170	255	0.0493	2025-01-15	month	2025-01-15
prod_1328	shop_002	3904	1155	0.2959	2025-01-15	month	2025-01-15
prod_1174	shop_003	5926	1203	0.203	2025-01-15	month	2025-01-15
prod_1212	shop_001	4142	820	0.198	2025-01-15	month	2025-01-15
prod_1300	shop_003	8594	1586	0.1845	2025-01-15	7days	2025-01-15
prod_1133	shop_001	2443	222	0.0909	2025-01-15	7days	2025-01-15
prod_1410	shop_001	8411	1946	0.2314	2025-01-15	7days	2025-01-15
prod_1301	shop_003	1186	270	0.2277	2025-01-15	7days	2025-01-15
prod_1295	shop_001	6619	925	0.1397	2025-01-15	7days	2025-01-15
prod_1391	shop_003	523	129	0.2467	2025-01-15	7days	2025-01-15
prod_1351	shop_001	8803	2619	0.2975	2025-01-15	7days	2025-01-15
prod_1074	shop_003	9935	412	0.0415	2025-01-15	7days	2025-01-15
prod_1362	shop_003	4970	1102	0.2217	2025-01-15	7days	2025-01-15
prod_1032	shop_003	2219	320	0.1442	2025-01-15	7days	2025-01-15
prod_1053	shop_003	7778	890	0.1144	2025-01-15	7days	2025-01-15
prod_1207	shop_003	3169	897	0.2831	2025-01-15	7days	2025-01-15
prod_1067	shop_002	1136	21	0.0185	2025-01-15	7days	2025-01-15
prod_1009	shop_001	4885	1363	0.279	2025-01-15	7days	2025-01-15
prod_1045	shop_002	7388	914	0.1237	2025-01-15	7days	2025-01-15
prod_1126	shop_001	5393	1282	0.2377	2025-01-15	7days	2025-01-15
prod_1238	shop_003	3206	427	0.1332	2025-01-15	7days	2025-01-15
prod_1070	shop_002	8376	209	0.025	2025-01-15	7days	2025-01-15
prod_1486	shop_003	8968	1770	0.1974	2025-01-15	7days	2025-01-15
prod_1241	shop_002	466	42	0.0901	2025-01-15	7days	2025-01-15
prod_1417	shop_001	9392	1330	0.1416	2025-01-15	7days	2025-01-15
prod_1058	shop_003	3162	416	0.1316	2025-01-15	7days	2025-01-15
prod_1172	shop_002	9425	998	0.1059	2025-01-15	7days	2025-01-15
prod_1013	shop_001	5301	671	0.1266	2025-01-15	7days	2025-01-15
prod_1159	shop_001	6791	1913	0.2817	2025-01-15	7days	2025-01-15
prod_1364	shop_002	7146	1090	0.1525	2025-01-15	7days	2025-01-15
prod_1355	shop_001	7084	893	0.1261	2025-01-15	7days	2025-01-15
prod_1282	shop_001	6623	765	0.1155	2025-01-15	7days	2025-01-15
prod_1003	shop_001	2170	20	0.0092	2025-01-15	7days	2025-01-15
prod_1197	shop_001	7234	1663	0.2299	2025-01-15	7days	2025-01-15
prod_1249	shop_001	2228	532	0.2388	2025-01-15	7days	2025-01-15
prod_1414	shop_002	3918	713	0.182	2025-01-15	7days	2025-01-15
prod_1073	shop_003	6753	253	0.0375	2025-01-15	7days	2025-01-15
prod_1263	shop_003	8551	501	0.0586	2025-01-15	7days	2025-01-15
prod_1333	shop_001	8672	1238	0.1428	2025-01-15	7days	2025-01-15
prod_1018	shop_001	9768	1840	0.1884	2025-01-15	7days	2025-01-15
prod_1193	shop_001	3523	571	0.1621	2025-01-15	7days	2025-01-15
prod_1048	shop_003	3360	303	0.0902	2025-01-15	7days	2025-01-15
prod_1226	shop_003	4496	1092	0.2429	2025-01-15	7days	2025-01-15
prod_1097	shop_001	7219	1909	0.2644	2025-01-15	7days	2025-01-15
prod_1349	shop_001	4077	918	0.2252	2025-01-15	7days	2025-01-15
prod_1002	shop_001	6342	40	0.0063	2025-01-15	7days	2025-01-15
prod_1005	shop_002	4482	339	0.0756	2025-01-15	7days	2025-01-15
prod_1084	shop_003	9673	1134	0.1172	2025-01-15	7days	2025-01-15
prod_1360	shop_001	3679	522	0.1419	2025-01-15	7days	2025-01-15
prod_1155	shop_002	264	56	0.2121	2025-01-15	7days	2025-01-15
prod_1139	shop_001	6698	474	0.0708	2025-01-15	7days	2025-01-15
prod_1338	shop_001	2103	203	0.0965	2025-01-15	7days	2025-01-15
prod_1215	shop_002	5674	139	0.0245	2025-01-15	7days	2025-01-15
prod_1434	shop_002	5532	928	0.1678	2025-01-15	7days	2025-01-15
prod_1100	shop_002	622	83	0.1334	2025-01-15	30days	2025-01-15
prod_1358	shop_001	2500	188	0.0752	2025-01-15	30days	2025-01-15
prod_1383	shop_003	1582	459	0.2901	2025-01-15	30days	2025-01-15
prod_1103	shop_001	2606	470	0.1804	2025-01-15	30days	2025-01-15
prod_1259	shop_002	2721	683	0.251	2025-01-15	30days	2025-01-15
prod_1174	shop_003	1394	134	0.0961	2025-01-15	30days	2025-01-15
prod_1185	shop_002	6083	855	0.1406	2025-01-15	30days	2025-01-15
prod_1109	shop_001	5213	642	0.1232	2025-01-15	30days	2025-01-15
prod_1022	shop_002	7418	2023	0.2727	2025-01-15	30days	2025-01-15
prod_1426	shop_003	9015	1872	0.2077	2025-01-15	30days	2025-01-15
prod_1324	shop_001	5614	1577	0.2809	2025-01-15	30days	2025-01-15
prod_1333	shop_003	7697	127	0.0165	2025-01-15	30days	2025-01-15
prod_1367	shop_002	1695	253	0.1493	2025-01-15	30days	2025-01-15
prod_1204	shop_002	5992	213	0.0355	2025-01-15	30days	2025-01-15
prod_1203	shop_001	2846	767	0.2695	2025-01-15	30days	2025-01-15
prod_1039	shop_001	7264	1626	0.2238	2025-01-15	30days	2025-01-15
prod_1289	shop_002	9719	222	0.0228	2025-01-15	30days	2025-01-15
prod_1385	shop_003	2031	195	0.096	2025-01-15	30days	2025-01-15
prod_1143	shop_001	1957	576	0.2943	2025-01-15	30days	2025-01-15
prod_1486	shop_001	7952	1880	0.2364	2025-01-15	30days	2025-01-15
prod_1416	shop_001	1776	368	0.2072	2025-01-15	30days	2025-01-15
prod_1091	shop_002	4697	1103	0.2348	2025-01-15	30days	2025-01-15
prod_1129	shop_001	3299	747	0.2264	2025-01-15	30days	2025-01-15
prod_1182	shop_001	6435	1094	0.17	2025-01-15	30days	2025-01-15
prod_1213	shop_003	7900	1401	0.1773	2025-01-15	30days	2025-01-15
prod_1051	shop_002	6576	740	0.1125	2025-01-15	30days	2025-01-15
prod_1464	shop_002	3025	370	0.1223	2025-01-15	30days	2025-01-15
prod_1281	shop_001	1913	39	0.0204	2025-01-15	30days	2025-01-15
prod_1057	shop_002	1492	393	0.2634	2025-01-15	30days	2025-01-15
prod_1407	shop_001	7238	572	0.079	2025-01-15	30days	2025-01-15
prod_1474	shop_002	5087	1217	0.2392	2025-01-15	30days	2025-01-15
prod_1484	shop_001	5140	470	0.0914	2025-01-15	30days	2025-01-15
prod_1105	shop_001	9400	1058	0.1126	2025-01-15	30days	2025-01-15
prod_1399	shop_003	6982	230	0.0329	2025-01-15	30days	2025-01-15
prod_1085	shop_001	2293	466	0.2032	2025-01-15	30days	2025-01-15
prod_1162	shop_001	3525	480	0.1362	2025-01-15	30days	2025-01-15
prod_1065	shop_001	9648	1956	0.2027	2025-01-15	30days	2025-01-15
prod_1038	shop_001	3517	671	0.1908	2025-01-15	30days	2025-01-15
prod_1444	shop_003	4960	121	0.0244	2025-01-15	30days	2025-01-15
prod_1450	shop_002	8943	1324	0.148	2025-01-15	30days	2025-01-15
prod_1041	shop_002	4235	1132	0.2673	2025-01-15	30days	2025-01-15
prod_1374	shop_002	6555	200	0.0305	2025-01-15	30days	2025-01-15
prod_1074	shop_001	624	137	0.2196	2025-01-15	30days	2025-01-15
prod_1000	shop_003	6989	928	0.1328	2025-01-15	30days	2025-01-15
prod_1301	shop_002	9951	2468	0.248	2025-01-15	30days	2025-01-15
prod_1431	shop_003	9244	928	0.1004	2025-01-15	30days	2025-01-15
prod_1132	shop_002	2377	483	0.2032	2025-01-15	30days	2025-01-15
prod_1184	shop_003	3141	519	0.1652	2025-01-15	30days	2025-01-15
prod_1089	shop_001	5869	383	0.0653	2025-01-15	30days	2025-01-15
prod_1008	shop_001	8406	2464	0.2931	2025-01-15	30days	2025-01-15
prod_1376	shop_002	2580	226	0.0876	2025-01-16	day	2025-01-16
prod_1494	shop_002	6774	1485	0.2192	2025-01-16	day	2025-01-16
prod_1283	shop_003	8058	1075	0.1334	2025-01-16	day	2025-01-16
prod_1470	shop_001	5679	1223	0.2154	2025-01-16	day	2025-01-16
prod_1072	shop_003	965	91	0.0943	2025-01-16	day	2025-01-16
prod_1359	shop_001	648	161	0.2485	2025-01-16	day	2025-01-16
prod_1107	shop_001	8834	244	0.0276	2025-01-16	day	2025-01-16
prod_1273	shop_002	7789	1194	0.1533	2025-01-16	day	2025-01-16
prod_1156	shop_003	8018	337	0.042	2025-01-16	day	2025-01-16
prod_1195	shop_001	5838	294	0.0504	2025-01-16	day	2025-01-16
prod_1248	shop_002	1126	119	0.1057	2025-01-16	day	2025-01-16
prod_1296	shop_002	1330	117	0.088	2025-01-16	day	2025-01-16
prod_1255	shop_001	3880	187	0.0482	2025-01-16	day	2025-01-16
prod_1361	shop_002	1119	271	0.2422	2025-01-16	day	2025-01-16
prod_1375	shop_001	6010	86	0.0143	2025-01-16	day	2025-01-16
prod_1290	shop_001	1136	129	0.1136	2025-01-16	day	2025-01-16
prod_1085	shop_003	6564	1910	0.291	2025-01-16	day	2025-01-16
prod_1174	shop_001	3317	750	0.2261	2025-01-16	day	2025-01-16
prod_1222	shop_003	2081	276	0.1326	2025-01-16	day	2025-01-16
prod_1259	shop_002	2344	196	0.0836	2025-01-16	day	2025-01-16
prod_1237	shop_001	2366	130	0.0549	2025-01-16	day	2025-01-16
prod_1221	shop_003	4161	902	0.2168	2025-01-16	day	2025-01-16
prod_1386	shop_001	3119	811	0.26	2025-01-16	day	2025-01-16
prod_1012	shop_001	1475	356	0.2414	2025-01-16	day	2025-01-16
prod_1177	shop_001	6783	1839	0.2711	2025-01-16	day	2025-01-16
prod_1157	shop_002	7926	1588	0.2004	2025-01-16	day	2025-01-16
prod_1088	shop_003	6071	1775	0.2924	2025-01-16	day	2025-01-16
prod_1266	shop_003	9135	2657	0.2909	2025-01-16	day	2025-01-16
prod_1091	shop_003	1869	262	0.1402	2025-01-16	day	2025-01-16
prod_1168	shop_001	2498	163	0.0653	2025-01-16	day	2025-01-16
prod_1190	shop_002	6159	1664	0.2702	2025-01-16	day	2025-01-16
prod_1249	shop_003	1671	52	0.0311	2025-01-16	day	2025-01-16
prod_1352	shop_001	950	70	0.0737	2025-01-16	day	2025-01-16
prod_1371	shop_002	2875	362	0.1259	2025-01-16	day	2025-01-16
prod_1051	shop_002	809	140	0.1731	2025-01-16	day	2025-01-16
prod_1022	shop_003	3061	739	0.2414	2025-01-16	day	2025-01-16
prod_1069	shop_002	3420	466	0.1363	2025-01-16	day	2025-01-16
prod_1191	shop_003	1003	199	0.1984	2025-01-16	day	2025-01-16
prod_1407	shop_003	6396	900	0.1407	2025-01-16	day	2025-01-16
prod_1147	shop_003	3743	1047	0.2797	2025-01-16	day	2025-01-16
prod_1414	shop_002	6884	730	0.106	2025-01-16	day	2025-01-16
prod_1262	shop_002	3377	928	0.2748	2025-01-16	day	2025-01-16
prod_1087	shop_002	9245	18	0.0019	2025-01-16	day	2025-01-16
prod_1350	shop_002	1729	91	0.0526	2025-01-16	day	2025-01-16
prod_1455	shop_002	2475	275	0.1111	2025-01-16	day	2025-01-16
prod_1152	shop_001	2123	238	0.1121	2025-01-16	day	2025-01-16
prod_1020	shop_002	5894	672	0.114	2025-01-16	day	2025-01-16
prod_1429	shop_001	6394	607	0.0949	2025-01-16	day	2025-01-16
prod_1440	shop_001	1327	253	0.1907	2025-01-16	day	2025-01-16
prod_1197	shop_002	2055	552	0.2686	2025-01-16	day	2025-01-16
prod_1056	shop_002	224	45	0.2009	2025-01-16	week	2025-01-16
prod_1079	shop_001	2413	239	0.099	2025-01-16	week	2025-01-16
prod_1000	shop_002	5354	1168	0.2182	2025-01-16	week	2025-01-16
prod_1360	shop_001	6760	1504	0.2225	2025-01-16	week	2025-01-16
prod_1303	shop_003	2166	136	0.0628	2025-01-16	week	2025-01-16
prod_1403	shop_002	7633	260	0.0341	2025-01-16	week	2025-01-16
prod_1499	shop_001	6424	1297	0.2019	2025-01-16	week	2025-01-16
prod_1406	shop_001	7160	2026	0.283	2025-01-16	week	2025-01-16
prod_1260	shop_003	9458	487	0.0515	2025-01-16	week	2025-01-16
prod_1261	shop_002	3018	541	0.1793	2025-01-16	week	2025-01-16
prod_1141	shop_003	7467	2126	0.2847	2025-01-16	week	2025-01-16
prod_1347	shop_003	5180	1113	0.2149	2025-01-16	week	2025-01-16
prod_1122	shop_001	8783	1473	0.1677	2025-01-16	week	2025-01-16
prod_1215	shop_001	6975	1152	0.1652	2025-01-16	week	2025-01-16
prod_1005	shop_001	8241	1170	0.142	2025-01-16	week	2025-01-16
prod_1027	shop_001	1439	321	0.2231	2025-01-16	week	2025-01-16
prod_1335	shop_002	601	137	0.228	2025-01-16	week	2025-01-16
prod_1069	shop_003	597	34	0.057	2025-01-16	week	2025-01-16
prod_1015	shop_002	6508	1927	0.2961	2025-01-16	week	2025-01-16
prod_1436	shop_001	4123	87	0.0211	2025-01-16	week	2025-01-16
prod_1394	shop_001	4569	782	0.1712	2025-01-16	week	2025-01-16
prod_1497	shop_003	3369	869	0.2579	2025-01-16	week	2025-01-16
prod_1049	shop_003	6572	219	0.0333	2025-01-16	week	2025-01-16
